,Time,Latitude,Longitude,Position,Speed,Acceleration
0,2026-02-28 20:17:23.400,31.7643834,-106.3641242,0.0,54.396,-0.025000000000001688
1,2026-02-28 20:17:23.440,31.7643866,-106.3641293,0.5999073118671905,54.396,-0.07500000000000062
2,2026-02-28 20:17:23.480,31.7643899,-106.3641345,1.2140491518045273,54.396,-0.12499999999999734
3,2026-02-28 20:17:23.520,31.7643931,-106.3641396,1.8139564361559466,54.504000000000005,-0.26250000000000107
4,2026-02-28 20:17:23.560,31.7643964,-106.3641448,2.4280982483893743,54.504000000000005,-0.41250000000000453
5,2026-02-28 20:17:23.600,31.7643996,-106.3641499,3.028005505694694,54.468,-0.4750000000000032
6,2026-02-28 20:17:23.640,31.7644028,-106.364155,3.6279127493345587,54.396,-0.4750000000000032
7,2026-02-28 20:17:23.680,31.7644061,-106.3641602,4.242054520225222,54.36,-0.462499999999999
8,2026-02-28 20:17:23.720,31.7644094,-106.3641652,4.841133843424918,54.36,-0.5124999999999935
9,2026-02-28 20:17:23.760,31.7644125,-106.3641705,5.449996758552164,54.396,-0.5624999999999947
10,2026-02-28 20:17:23.800,31.7644159,-106.3641756,6.063385798245781,54.324,-0.5999999999999983
11,2026-02-28 20:17:23.840,31.7644191,-106.3641807,6.663292974790471,54.252,-0.6125000000000025
12,2026-02-28 20:17:23.880,31.7644223,-106.3641858,7.26320013658749,54.18000000000001,-0.6250000000000044
13,2026-02-28 20:17:23.920,31.7644254,-106.3641909,7.856564787380772,53.964,-0.6125000000000003
14,2026-02-28 20:17:23.960,31.7644286,-106.364196,8.456471923818457,53.856,-0.5749999999999966
15,2026-02-28 20:17:24.000,31.7644318,-106.364201,9.048790340365471,53.748,-0.5999999999999983
16,2026-02-28 20:17:24.040,31.7644349,-106.3642061,9.642154951941087,53.748,-0.6499999999999972
17,2026-02-28 20:17:24.080,31.7644382,-106.3642111,10.241234158555844,53.676,-0.7125000000000004
18,2026-02-28 20:17:24.120,31.7644414,-106.3642162,10.841141240188808,53.568000000000005,-0.7375000000000043
19,2026-02-28 20:17:24.160,31.7644445,-106.3642212,11.426832342868416,53.568000000000005,-0.812500000000005
20,2026-02-28 20:17:24.200,31.7644477,-106.3642263,12.026739398294662,53.424,-0.8875000000000032
21,2026-02-28 20:17:24.240,31.7644509,-106.3642314,12.626646440055438,53.388,-0.8874999999999966
22,2026-02-28 20:17:24.280,31.764454,-106.3642364,13.212337503480938,53.244,-0.8999999999999962
23,2026-02-28 20:17:24.320,31.7644571,-106.3642414,13.7980285540972,53.136,-0.8750000000000014
24,2026-02-28 20:17:24.360,31.7644603,-106.3642464,14.390346855036242,53.028000000000006,-0.8750000000000036
25,2026-02-28 20:17:24.400,31.7644634,-106.3642514,14.976037879620826,52.848,-0.8375
26,2026-02-28 20:17:24.440,31.7644665,-106.3642564,15.56172889139617,52.776,-0.7874999999999988
27,2026-02-28 20:17:24.480,31.7644696,-106.3642614,16.147419890362272,52.596,-0.8000000000000007
28,2026-02-28 20:17:24.520,31.7644727,-106.3642663,16.72549051545285,52.524,-0.8000000000000007
29,2026-02-28 20:17:24.560,31.7644758,-106.3642713,17.311181488800468,52.272,-0.7250000000000001
30,2026-02-28 20:17:24.600,31.7644788,-106.3642762,17.882676443045593,52.164,-0.6875000000000009
31,2026-02-28 20:17:24.640,31.7644819,-106.3642811,18.460747031381832,52.092000000000006,-0.7125000000000048
32,2026-02-28 20:17:24.680,31.764485,-106.364286,19.038817608332945,51.948,-0.6750000000000056
33,2026-02-28 20:17:24.720,31.764488,-106.3642909,19.610312524070554,51.912,-0.6749999999999989
34,2026-02-28 20:17:24.760,31.7644911,-106.3642957,20.180817949869716,51.732,-0.6374999999999953
35,2026-02-28 20:17:24.800,31.7644941,-106.3643008,20.767778020750946,51.732,-0.625
36,2026-02-28 20:17:24.840,31.7644971,-106.3643056,21.3316195552993,51.624,-0.6875000000000031
37,2026-02-28 20:17:24.880,31.7645002,-106.3643105,21.909690071135763,51.443999999999996,-0.6625000000000014
38,2026-02-28 20:17:24.920,31.7645032,-106.3643154,22.48118492505553,51.372,-0.6000000000000028
39,2026-02-28 20:17:24.960,31.7645062,-106.3643202,23.04502642360763,51.336,-0.6125000000000025
40,2026-02-28 20:17:25.000,31.7645092,-106.3643251,23.61652125421707,51.12,-0.612499999999998
41,2026-02-28 20:17:25.040,31.7645122,-106.3643299,24.18036272903537,51.083999999999996,-0.5999999999999983
42,2026-02-28 20:17:25.080,31.7645152,-106.3643348,24.751857534382662,51.012,-0.612499999999998
43,2026-02-28 20:17:25.120,31.7645182,-106.3643395,25.30810138614273,50.904,-0.6000000000000005
44,2026-02-28 20:17:25.160,31.7645211,-106.3643443,25.86542164559074,50.904,-0.6500000000000039
45,2026-02-28 20:17:25.200,31.7645241,-106.3643492,26.43691641560239,50.76,-0.6999999999999984
46,2026-02-28 20:17:25.240,31.7645271,-106.3643541,27.008411172321683,50.616,-0.662499999999997
47,2026-02-28 20:17:25.280,31.76453,-106.3643589,27.565731396381693,50.544,-0.6124999999999958
48,2026-02-28 20:17:25.320,31.7645329,-106.3643636,28.1153638757055,50.544,-0.5874999999999941
49,2026-02-28 20:17:25.360,31.7645359,-106.3643685,28.686858596635485,50.4,-0.5499999999999972
50,2026-02-28 20:17:25.400,31.7645389,-106.3643732,29.243102369055258,50.292,-0.4874999999999985
51,2026-02-28 20:17:25.440,31.7645418,-106.364378,29.800422545663523,50.184,-0.4999999999999982
52,2026-02-28 20:17:25.480,31.7645448,-106.3643826,30.349126755748312,50.148,-0.5750000000000011
53,2026-02-28 20:17:25.520,31.7645477,-106.3643875,30.914188580027886,50.04,-0.5625000000000036
54,2026-02-28 20:17:25.560,31.7645506,-106.3643922,31.463820989399906,49.896,-0.5000000000000004
55,2026-02-28 20:17:25.600,31.7645535,-106.3643969,32.013453388810085,49.752,-0.4000000000000026
56,2026-02-28 20:17:25.640,31.7645564,-106.3644017,32.57077350699029,49.716,-0.3375000000000017
57,2026-02-28 20:17:25.680,31.7645593,-106.3644063,33.11277438646066,49.68000000000001,-0.33749999999999947
58,2026-02-28 20:17:25.720,31.7645623,-106.364411,33.669018068922945,49.716,-0.37499999999999867
59,2026-02-28 20:17:25.760,31.7645652,-106.3644158,34.22633815188623,49.644,-0.3999999999999959
60,2026-02-28 20:17:25.800,31.7645681,-106.3644205,34.77597049340539,49.644,-0.4249999999999976
61,2026-02-28 20:17:25.840,31.764571,-106.3644251,35.31797132973882,49.392,-0.36250000000000115
62,2026-02-28 20:17:25.880,31.7645739,-106.3644298,35.86760364846032,49.284,-0.21250000000000213
63,2026-02-28 20:17:25.920,31.7645768,-106.3644345,36.41723595721997,49.284,-0.18749999999999822
64,2026-02-28 20:17:25.960,31.7645797,-106.3644392,36.96686825446465,49.212,-0.1499999999999968
65,2026-02-28 20:17:26.000,31.7645826,-106.3644437,37.50129619450792,49.284,-0.1374999999999993
66,2026-02-28 20:17:26.040,31.7645855,-106.3644485,38.058616196232144,49.212,-0.07500000000000284
67,2026-02-28 20:17:26.080,31.7645884,-106.3644532,38.608248459861045,49.212,0.03749999999999476
68,2026-02-28 20:17:26.120,31.7645912,-106.3644578,39.143693476719406,49.104000000000006,0.13749999999999707
69,2026-02-28 20:17:26.160,31.7645941,-106.3644625,39.69332571793969,49.104000000000006,0.22499999999999964
70,2026-02-28 20:17:26.200,31.764597,-106.3644671,40.23532645493194,48.96,0.20000000000000018
71,2026-02-28 20:17:26.240,31.7645999,-106.3644718,40.78495867381913,49.032,0.2000000000000024
72,2026-02-28 20:17:26.280,31.7646028,-106.3644764,41.32695938889166,49.032,0.22500000000000409
73,2026-02-28 20:17:26.320,31.7646057,-106.3644811,41.87659158521346,48.996,0.20000000000000018
74,2026-02-28 20:17:26.360,31.7646086,-106.3644857,42.41859227836626,49.068000000000005,0.08749999999999813
75,2026-02-28 20:17:26.400,31.7646114,-106.3644903,42.95403721794883,49.032,0.012500000000004174
76,2026-02-28 20:17:26.440,31.7646143,-106.3644951,43.51135710464664,49.248,0.03750000000000586
77,2026-02-28 20:17:26.480,31.7646173,-106.3644998,44.06760057543274,49.284,0.10000000000000231
78,2026-02-28 20:17:26.520,31.7646202,-106.3645044,44.609601224746086,49.428000000000004,0.16250000000000098
79,2026-02-28 20:17:26.560,31.7646231,-106.3645092,45.16692107622693,49.428000000000004,0.23749999999999716
80,2026-02-28 20:17:26.600,31.764626,-106.3645137,45.70134885791276,49.212,0.3999999999999937
81,2026-02-28 20:17:26.640,31.7646289,-106.3645185,46.25866868618241,49.356,0.349999999999997
82,2026-02-28 20:17:26.680,31.7646318,-106.3645231,46.800669291656284,49.356,0.11249999999999982
83,2026-02-28 20:17:26.720,31.7646347,-106.3645278,47.35030137491881,49.248,-0.012499999999997513
84,2026-02-28 20:17:26.760,31.7646376,-106.3645324,47.8923019587085,49.068000000000005,0.012500000000001954
85,2026-02-28 20:17:26.800,31.7646405,-106.3645372,48.44962174032668,49.068000000000005,0.0749999999999984
86,2026-02-28 20:17:26.840,31.7646434,-106.3645419,48.99925378997338,49.32,0.024999999999997247
87,2026-02-28 20:17:26.880,31.7646463,-106.3645465,49.541254340647896,49.5,-0.0374999999999992
88,2026-02-28 20:17:26.920,31.7646493,-106.3645513,50.105095273147946,49.68000000000001,-0.1124999999999976
89,2026-02-28 20:17:26.960,31.7646522,-106.3645561,50.66241500817261,49.86,-0.1750000000000007
90,2026-02-28 20:17:27.000,31.7646551,-106.3645609,51.219734731362585,49.931999999999995,-0.18749999999999822
91,2026-02-28 20:17:27.040,31.764658,-106.3645656,51.76936672420669,49.644,-0.14999999999999902
92,2026-02-28 20:17:27.080,31.7646609,-106.3645702,52.311367219703904,49.392,-0.025000000000001688
93,2026-02-28 20:17:27.120,31.7646638,-106.3645748,52.8533677044768,49.176,0.12499999999999734
94,2026-02-28 20:17:27.160,31.7646666,-106.3645796,53.404313950455,49.176,0.1499999999999968
